itemId,description,title
57528,"When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action. Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.Action Drama Thriller War",Rambo (Rambo 4) (2008)
57532,"The heroic Leonidas, armed with nothing but leather underwear and a cape, leads a ragtag group of 13 Spartans to defend their homeland against the invading Persians (whose ranks include Ghost Rider, Rocky Balboa, the Transformers, and a hunchbacked Paris Hilton). No one is safe when the Spartans take on the biggest icons in pop culture!Comedy",Meet the Spartans (2008)
57536,"With the ratings dropping for a wilderness-themed TV show, two animal fans go to the Andes in search of Bigfoot.Comedy",Strange Wilderness (2008)
57637,"A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell phone, radio, and television.Horror Sci-Fi Thriller","Signal, The (2007)"
57640,Hellboy must stop an elven prince from locating an ancient force that can destroy humanity: the all-powerful Golden Army.Action Adventure Fantasy Sci-Fi,Hellboy II: The Golden Army (2008)
57669,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.Comedy Crime Drama Thriller",In Bruges (2008)
57843,Rise of the Footsoldier follows the inexorable rise of Carlton Leach from one of the most feared generals of the football terraces to becoming a member of a notorious gang of criminals who rampaged their way through London and Essex in the late eighties and early nineties.Action Crime Drama,Rise of the Footsoldier (2007)
57910,"Dawn is an active member of her high-school chastity club but, when she meets Tobey, nature takes its course, and the pair answer the call. They suddenly learn she is a living example of the vagina dentata myth, when the encounter takes a grisly turn.Comedy Horror",Teeth (2007)
57951,"Treasure hunter Ben 'Finn' Finnegan has sunk both his trusty boat and his marriage to Tess in his obsessive quest to find the legendary 'Queen's Dowry' treasure. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss along on the hunt. But Finn is not the only one interested in the gold—his former mentor-turned-enemy will stop at nothing to beat him to it.Action Adventure Comedy Romance",Fool's Gold (2008)
58025,"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!Action Adventure Drama Sci-Fi Thriller",Jumper (2008)
58047,"When Will decides to tell his daughter the story of how he met her mother, he discovers that a second look at the past might also give him a second chance at the future.Comedy Drama Romance","Definitely, Maybe (2008)"
58078,"A drama based on an ancient Chinese proverb that breaks life down into four emotional cornerstones: happiness, pleasure, sorrow and love. A businessman bets his life on a horse race; a gangster sees the future; a pop star falls prey to a crime boss; a doctor must save the love of his life.Crime Drama Romance Thriller","Air I Breathe, The (2007)"
58103,The attempted assassination of the American president is told and re-told from several different perspectives.Action Drama Thriller,Vantage Point (2008)
58105,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.Adventure Children Drama Fantasy IMAX","Spiderwick Chronicles, The (2008)"
58107,"When rebellious street dancer Andie lands at the elite Maryland School of the Arts, she finds herself fighting to fit in while also trying to hold onto her old life. When she joins forces with the schools hottest dancer, Chase, to form a crew of classmate outcasts to compete in Baltimore s underground dance battle The Streets.Drama Musical Romance",Step Up 2 the Streets (2008)
58154,"A sumptuous and sensual tale of intrigue, romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters, Anne and Mary Boleyn, driven by their family's blind ambition, compete for the love of the handsome and passionate King Henry VIII.Drama Romance","Other Boleyn Girl, The (2008)"
58156,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA). In 1976 before the ABA collapses, the National Basketball Association (NBA) plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. The Tropics are the worst team in the league and if they want to make it to the NBA, Jackie Moon must rally his team and start winning. The only problem is the fact that Jackie Moon is not really the coach and star basketball player he thinks he is. To keep his team from oblivion and leave his mark in the city, Jackie Moon must inspire his team to win fourth place in the playoffs.Comedy",Semi-Pro (2008)
58162,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.Comedy Romance",Run Fatboy Run (2007)
58191,"An in-depth look at the torture practices of the United States in Afghanistan, Iraq and Guantanamo Bay, focusing on an innocent taxi driver in Afghanistan who was tortured and killed in 2002.Documentary",Taxi to the Dark Side (2007)
58287,"A college co-ed is brutally raped and struggles alone to rebuild her life, but when the chance for revenge comes she as a Victim sinks lower than her Predator.Drama Thriller",Descent (2007)
58291,"When an overachieving high school student decides to travel around the country to choose the perfect college, her overprotective cop father also decides to accompany her in order to keep her on the straight and narrow.Comedy",College Road Trip (2008)
58293,A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.Adventure Romance Thriller,"10,000 BC (2008)"
58295,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.Action Crime Thriller","Bank Job, The (2008)"
58297,"The lethal Reaper virus spreads throughout Britain—infecting millions and killing hundreds of thousands. Authorities brutally and successfully quarantine the country but, three decades later, the virus resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.Action Drama Sci-Fi Thriller",Doomsday (2008)
58299,"One day, Horton the elephant hears a cry from help coming from a speck of dust. Even though he can't see anyone on the speck, he decides to help it. As it turns out, the speck of dust is home to the Whos, who live in their city of Whoville. Horton agrees to help protect the Whos and their home.Adventure Animation Children Comedy",Horton Hears a Who! (2008)
58301,"When Ann, husband George, and son Georgie arrive at their holiday home they are visited by a pair of polite and seemingly pleasant young men. Armed with deceptively sweet smiles and some golf clubs, they proceed to terrorize and torture the tight-knit clan, giving them until the next day to survive.Drama Thriller",Funny Games U.S. (2007)
58303,"The story Jewish counterfeiter, Salomon Sorowitsch, coerced into assisting the Nazi operation of the Sachsenhausen concentration camp during World War II.Crime Drama War","Counterfeiters, The (Die Fälscher) (2007)"
58306,"The story recounts the early life of Genghis Khan, a slave who went on to conquer half the world in the 11th century.Drama War",Mongol (2007)
58309,Three children living in a displacement camp in northern Uganda compete in their country's national music and dance festival.Documentary,War Dance (2007)
58315,"Born in America and raised in an Indian ashram, Pitka returns to his native land to seek his fortune as a spiritualist and self-help expert. His skills are put to the test when he must get a brokenhearted hockey player's marriage back on track in time for the man to help his team win the Stanley Cup.Comedy","Love Guru, The (2008)"
58332,A group of young film students run into real-life zombies while filming a horror movie of their own.Horror Sci-Fi,Diary of the Dead (2007)
58347,"Forlorn heiress Penelope Wilhern is cursed, and the only way out is to fall in love with someone of suitable stock. But how can she find her soul mate when she's sequestered inside her family's estate with only her parents to keep her company. This untraditional fairy tale about a girl who bucks convention to create her own happy ending.Comedy Fantasy Romance",Penelope (2006)
58351,"Best buddies Acerola and Laranjinha, about to turn 18, discover things about their missing fathers' pasts which will shatter their solid friendship, in the middle of a war between rival drug gangs from Rio's favelas.Drama",City of Men (Cidade dos Homens) (2007)
58376,"Zeitgeist: the Movie is a 2007 documentary film by Peter Joseph examining possible historical and modern conspiracies surrounding Christianity, the September 11, 2001 terrorist attacks and the Federal Reserve bank. It was officially released online on June 18, 2007 on www.ZeitgeistMovie.comDocumentary War",Zeitgeist: The Movie (2007)
58404,"The human race is threatened by a powerful creature, and only the combined power of Superman, Batman, Wonder Woman, Green Lantern, Martian Manhunter and The Flash can stop it. But can they overcome their differences to thwart this enemy using the combined strength of their newly formed Justice League?Action Adventure Animation Fantasy Sci-Fi",Justice League: The New Frontier (2008) 
58425,"Ethereal post-rock pioneers Sigur Rós play a string of impromptu gigs in their native Iceland after finishing a world tour in 2006. As they travel through the country, the band visits a wide variety of venues, from a large outdoor festival to a coffee shop.Documentary",Heima (2007)
58492,"Waitress Annie has separated from her suicidal alcoholic husband, Glenn. Glenn has become an evangelical Christian, but his erratic attempts at getting back into Annie's life have alarmed her. High school student Arthur works at Annie's restaurant, growing closer to a new kid in town, Lila, after class. When Glenn and Annie's daughter go missing, the whole town searches for her, as he increasingly spirals out of control.Drama",Snow Angels (2007)
58554,"An average guy of an Estonian high-school decides to defend his bullied classmate. This starts a war between him and the informal leader of the class. As teenagers' honour is a touchy thing, everything ends in bloodshed.Drama","Class, The (Klass) (2007)"
58559,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.Action Crime Drama IMAX","Dark Knight, The (2008)"
58627,"Jake, full of anger after his father's death, is just starting to find a place for himself at his new Orlando high school - until Ryan, head of an underground MMA fight club, picks Jake out as a prime opponent. After being trounced by Ryan in front of the entire school, Jake begins training under the firm, moral guidance of a MMA master, where he learns how to fight... and how to avoid a fight. But it becomes obvious that a rematch will be inevitable if Jake wants to stop Ryan and his bullying, once and for all.Action",Never Back Down (2008)
58655,"Three kids hire a low-budget bodyguard to protect them from the playground bully, not realising he is just a homeless beggar and petty thief looking for some easy cash.Comedy",Drillbit Taylor (2008)
58783,"A love story wrapped in a mystery. Set in Europe before WWII, professor of language and philosophy Dominic Matei is struck by lightning and ages backwards from 70 to 40 in a week, attracting the world and the Nazis. While on the run, the professor meets a young woman who has her own experience with a lightning storm. Not only does Dominic find love again, but her new abilities hold the key to his research.Drama Romance Sci-Fi",Youth Without Youth (2007)
58803,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.Crime Drama Romance Thriller",21 (2008)
58806,"Professor Lawrence Wetherhold might be imperiously brilliant, monumentally self-possessed and an intellectual giant -- but when it comes to solving the conundrums of love and family, he's as downright flummoxed as the next guy.Comedy Drama Romance",Smart People (2008)
58826,A Texas cop battles ex-navy seals who are trying to traffic drugs from Mexico into the USA.Action Crime Thriller,"Shepherd: Border Patrol, The (2008)"
58839,"A light hearted comedy about the beginnings of Professional American Football. When a decorated war hero and college all star is tempted into playing professional football. Everyone see the chance to make some big money, but when a reporter digs up some dirt on the war hero... everyone could lose out.Comedy Drama Romance",Leatherheads (2008)
58842,"Follows a soldier trying to gain recognition for comrades who died in 1948, at a turning point in the civil war between the communists and the nationalist forces of the Kuomintang (KMT).Action Drama War",Assembly (Ji jie hao) (2007) 
58870,"Being a failure as a teacher and a familyman, Shinichi tries to escape everyday live by dressing up as Zebraman, the superhero. Although the TV series whas canceled after only 6 episodes, this cannot stop him from acting out his escape fantasy in a self made zebra-suit. He get's more then he could ever wish for, when his black-and-white dressed alter-ego seems to be the only thing to stand between absolute (green) evil and a happy ending.Comedy",Zebraman (2004)
58876,"A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.Drama War",Stop-Loss (2008)
58879,"Martin Scorsese and the Rolling Stones unite in Shine A Light, a look at The Rolling Stones. Scorsese filmed the Stones over a two-day period at the intimate Beacon Theater in New York City in fall 2006. Cinematographers capture the raw energy of the legendary band.Documentary Musical IMAX",Shine a Light (2008)
58964,"Four months after the death of her husband, a woman on the brink of motherhood is tormented in her home by a strange woman who wants her unborn baby.Horror Thriller",Inside (À l'intérieur) (2007)
58972,A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.Adventure Comedy Fantasy,Nim's Island (2008)
58975,"Americans Amy, Stacy, Jeff and Eric look for fun during a sunny holiday in Mexico, but they get much more than that after visiting an archaeological dig in the jungle.Horror Thriller","Ruins, The (2008)"
58998,"When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.Comedy Romance",Forgetting Sarah Marshall (2008)
59014,"The team behind Scary Movie takes on the comic book genre in this tale of Rick Riker, a nerdy teen imbued with superpowers by a radioactive dragonfly. And because every hero needs a nemesis, enter Lou Landers, aka the villainously goofy Hourglass.Action Comedy Sci-Fi",Superhero Movie (2008)
59016,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.Crime Drama Thriller",Street Kings (2008)
59018,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.Drama Romance,"Visitor, The (2007)"
59022,"Having satisfied their urge for White Castle, Harold and Kumar jump on a plane to catch up with Harold's love interest, who's headed for the Netherlands. But the pair must change their plans when Kumar is accused of being a terrorist. Rob Corddry also stars in this wild comedy sequel that follows the hapless stoners' misadventures as they try to avoid being captured by the Department of Homeland Security.Adventure Comedy",Harold & Kumar Escape from Guantanamo Bay (2008)
59026,"Paris, France, 2001. Octave Parango, a young advertiser working at the Ross & Witchcraft advertising agency, lives a suicidal existence, ruled by cynicism, irresponsibility and debauchery. The obstacles he will encounter in developing a campaign for a new yogurt brand will force him to face the meaning of his work and the way he manages his relationship with those who orbit around his egotistic lifestyle.Comedy",99 francs (2007)
59037,"Speed Racer is the tale of a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, he must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities. Inspired by the cartoon series.Action Children Sci-Fi IMAX",Speed Racer (2008)
59103,"An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.Action Adventure Comedy Fantasy","Forbidden Kingdom, The (2008)"
59118,"A look at a few chapters in the life of Poppy, a cheery, colorful, North London schoolteacher whose optimism tends to exasperate those around her.Comedy Drama",Happy-Go-Lucky (2008)
59126,"Commentator-comic Bill Maher plays devil's advocate with religion as he talks to believers about their faith. Traveling around the world, Maher examines the tenets of Christianity, Judaism and Islam and raises questions about homosexuality, proof of Christ's existence, Jewish Sabbath laws, violent Muslim extremists.Comedy Documentary",Religulous (2008)
59129,"In a seedy bar in a town ravaged by war, scientist and businessman Hunt hires mercenary and former Royal Marine D.C. to assemble a crack team of ex-soldiers to protect him on a dangerous journey into no-man's land. Their mission is to scope out an old military bunker in Eastern Europe. It should be easy – 48 hours at the most. Lots of cash for little risk. Or so he says...Action Horror",Outpost (2008)
59131,"After waking up in an abandoned factory, six kidnapped terns realize they are contestants on a reality show called Are You Scared?Horror",Are You Scared? (2006)
59141,"Will is looking for an escape from his family when he encounters Lee, the school bully. Armed with a video camera and a copy of Rambo, Lee plans to make his own action-packed video epic.Children Comedy Drama",Son of Rambow (2007)
59143,"Determined to find out the true effects of marijuana on the human body, stand-up comedian and former Stoner of the Year Doug Benson documents his experience avoiding pot for 30 days and then consuming massive amounts of the drug for 30 days. More than just an amusing story of one man's quest to get superhigh, this documentary also examines the hotly contested debate over medical marijuana use.Comedy Documentary",Super High Me (2007)
59220,"After his entire department is outsourced, an American novelty products salesman heads to India to train his replacement.Comedy Romance",Outsourced (2006)
59258,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.Comedy",Baby Mama (2008)
59295,"Pro-intelligent design scholars and scientists are often chastised, fired or denied tenured positions by those who believe in Darwin's theory of evolution.Documentary",Expelled: No Intelligence Allowed (2008)
59306,"Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.Horror Mystery Thriller",Prom Night (2008)
59315,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.Action Adventure Sci-Fi",Iron Man (2008)
59333,"Tom and Hannah have been platonic friends for 10 years. He's a serial dater, while she wants marriage but hasn't found Mr. Right. Just as Tom is starting to think that he is relationship material after all, Hannah gets engaged. When she asks Tom to be her 'maid' of honor, he reluctantly agrees just so he can attempt to stop the wedding and woo her.Comedy Romance",Made of Honor (2008)
59336,"Is there room for principle in Los Angeles? Mike Terry teaches jujitsu and barely makes ends meet. His Brazilian wife, whose family promotes fights, wants to see Mike in the ring making money, but to him competition is degrading. A woman sideswipes Mike's car and then, after an odd sequence of events, shoots out the studio's window. Later that evening, Mike rescues an action movie star in a fistfight at a bar. In return, the actor befriends Mike, gives him a gift, offers him work on his newest film, and introduces Mike's wife to his own - the women initiate business dealings. Then, things go sour all at once, Mike's debts mount, and going into the ring may be his only option.Action Drama",Redbelt (2008)
59369,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.Action Crime Drama Thriller",Taken (2008)
59387,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances.Adventure Drama Fantasy","Fall, The (2006)"
59421,"During a wild vacation in Las Vegas, career woman Joy McNally and playboy Jack Fuller come to the sober realization that they have married each other after a night of drunken abandon. They are then compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.Comedy Romance",What Happens in Vegas... (2008)
59429,"Erik, Ryan, and Cooze start college and pledge the Beta House fraternity, presided over by none other than legendary Dwight Stifler. But chaos ensues when a fraternity of geeks threatens to stop the debauchery and the Betas have to make a stand for their right to party.Comedy",American Pie Presents Beta House (American Pie 6: Beta House) (2007)
59440,"An international soccer star is on his way to sign a multimillion dollar contract when something happens that brings his career to an abrupt end. A beautiful waitress, struggling to make it in New York City, discovers something about herself that she's unprepared for. In one irreversible moment, their lives are turned upside down.Drama Romance",Bella (2006)
59501,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.Adventure Children Fantasy","Chronicles of Narnia: Prince Caspian, The (2008)"
59549,"Forced to give up his dreams of art school, Zach works dead-end jobs to support his sister and her son. Questioning his life, he paints, surfs and hangs out with his best friend, Gabe. When Gabe's older brother returns home for the summer, Zach suddenly finds himself drawn into a relationship he didn't expect.Drama Romance",Shelter (2007)
59604,"In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons, the neighborhood children, and one 12-year-old boy whose life will be changed forever.Crime Drama Horror Thriller","Girl Next Door, The (2007)"
59615,"Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.Action Adventure Comedy Sci-Fi",Indiana Jones and the Kingdom of the Crystal Skull (2008)
59667,A feisty young woman returns to Glasgow to run her deceased father's curry house.Comedy,Nina's Heavenly Delights (2006)
59725,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.Comedy Romance,Sex and the City (2008)
59727,"After returning from a wedding reception, a couple staying in an isolated vacation house receive a knock on the door in the mid-hours of the night. What ensues is a violent invasion by three strangers, their faces hidden behind masks. The couple find themselves in a violent struggle, in which they go beyond what either of them thought capable in order to survive.Horror Thriller","Strangers, The (2008)"
59731,"In America, we define ourselves in the superlative: we are the biggest, strongest, fastest country in the world. Is it any wonder that so many of our heroes are on performance enhancing drugs? Director Christopher Bell explores America's win-at-all-cost culture by examining how his two brothers became members of the steroid-subculture in an effort to realize their American dream.Documentary","Bigger, Stronger, Faster* (2008)"
59738,"Beautiful Mandy Lane isn't a party girl but, when classmate Chloe invites the Texas high school student to a bash in the countryside, she reluctantly accepts. After hitching a ride with a vaguely scary older man, the teens arrive at their destination. Partying ensues, and Mandy's close pal, Emmet, keeps a watchful eye on the young males making a play for Mandy. Then two of the students are murdered.Horror Mystery Thriller",All the Boys Love Mandy Lane (2006)
59784,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the chosen one and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.Action Animation Children Comedy IMAX",Kung Fu Panda (2008)
59810,"In 2000, the election of the U.S. Presidential boiled down to a few precious votes in the state of Florida — and a recount that would add hanging chad to every American's vocabulary.Drama",Recount (2008)
59814,Three handicapped losers who form a band ask famous writer Dries to be their drummer. He joins the band and starts manipulating them.Comedy Crime Drama Horror,Ex Drummer (2007)
59900,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.Comedy,You Don't Mess with the Zohan (2008)
59915,"A young woman commits a hit-and-run, then finds her fate tied to her victim.Horror Thriller",Stuck (2007)
59947,"Billy Wong is a New York City cop whose partner is gunned down during a robbery. Billy and his new partner, Danny Garoni, are working security at a fashion show when a wealthy man's daughter, Laura Shapiro, is kidnapped. The Federal authorities suspect that Laura's father is involved with Mr. Ko, a Hong Kong drug kingpin, so the NYC police commissioner sends the two cops to Hong Kong to investigate.Action Comedy Drama Thriller","Protector, The (1985)"
59985,"Frank Allen, a professional speaker who lectures on time management has a perfectly ordered and scheduled life, down to the minute. When his wife sets his clock forward 10 minutes as a joke, his day is thrown off. Deciding that his strictly ordered life has done him little good, he begins to make multiple choice index cards, choosing one at random and doing what is written on the card.Comedy Drama Romance",Chaos Theory (2007)
59995,"Freed after a lengthy term in a juvenile detention center, convicted child killer Jack Burridge (Andrew Garfield) finds work as a deliveryman and begins dating co-worker Michelle (Katie Lyons). While out on the road one day, the young Englishman notices a distressed child, and, after reuniting the girl with her family, becomes a local celebrity. But, when a local newspaper unearths his past, Jack must cope with the anger of citizens who fear for the safety of their children.Crime Drama",Boy A (2007)
60030,"A reclusive telemarketer has only one semblance of a friend: His telecommuter boss. But the telemarketer's social circle seems to improve greatly when a whimsical co-worker enters his life. Only, as he begins to sketch his new friend's portrait, disturbing voices from the phone man's past threaten to lead him into a network of destructionDrama Horror Thriller",Spiral (2007)
60037,"When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliott Moore and his wife Alma flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister?Drama Sci-Fi Thriller","Happening, The (2008)"
60040,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.Action Sci-Fi","Incredible Hulk, The (2008)"
60046,"About young British journalist, George Hogg, who with the assistance of a courageous Australian nurse, saves a group of orphaned children during the Japanese occupation of China in 1937.Drama War","Children of Huang Shi, The (2008)"
60069,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.Adventure Animation Children Romance Sci-Fi",WALL·E (2008)
60072,"Doormat Wesley Gibson discovers that his recently murdered father - who Wesley never knew - belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.Action Thriller",Wanted (2008)
60074,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?Action Adventure Comedy Crime Fantasy",Hancock (2008)
60126,"When the identities of secret agents from Control are compromised, the Chief promotes hapless but eager analyst Maxwell Smart and teams him with stylish, capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil plans of KAOS and its crafty operative?Action Comedy",Get Smart (2008)
60128,"On a Tuesday night, five couples have separate sexual adventures. Matt and Kris, friends for years, want to have an only-once, no-strings good time. Abby and Andrew, married, celebrate his birthday, but it's marred by angst and miscommunication. Mia and Eric are exes, making sure they are over each other. Jaime and Ken work together and this is a first date. Inez and Gord invite his roommate, Dave, to join them. By the time each couple has gone through a prelude, foreplay, sex, an interlude, orgasm, and afterglow, they've answered basic questions: can sex be anonymous, are we bored, is our marriage really finished, does anyone tell the truth, and how do we make someone happy?Comedy",Young People Fucking (a.k.a. YPF) (2007)
60141,"When their beloved school is threatened with closure should the powers that be fail to raise the proper funds, the girls scheme to steal a priceless painting and use the profits to pull St. Trinian's out of the red.Children Comedy",St. Trinian's (2007)
60161,"Fresh off ripping space-time a new one at the end of Bender's Big Score, the Planet Express crew is back to mend the tear in reality, or (hopefully) at least not make it worse. Beyond the tear, though, lurks a being of inconceivable...tentacularity. What will become of Earth, and indeed, our universe, when faced with the Beast with a Billion Backs?Action Animation Comedy Romance Sci-Fi",Futurama: The Beast with a Billion Backs (2008)
60289,"The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever American Girl theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it.Children Comedy Drama Mystery",Kit Kittredge: An American Girl (2008)
60291,"Fueled by a raging libido, Wild Turkey, and superhuman doses of drugs, Thompson was a true free lance, goring sacred cows with impunity, hilarity, and a steel-eyed conviction for writing wrongs. Focusing on the good doctor's heyday, 1965 to 1975, the film includes clips of never-before-seen (nor heard) home movies, audiotapes, and passages from unpublished manuscripts.Documentary",Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008)
60293,"Set in New York City in the sweltering summer, The Wackness tells the story of a troubled teenage drug dealer, who trades pot for therapy sessions with a drug-addled psychiatrist. Things get more complicated when he falls for one of his classmates, who just happens to be the doctor's daughter. This is a coming-of-age story about sex, drugs, music and what it takes to be a man.Comedy Drama Romance","Wackness, The (2008)"
60303,"The erotic novelist Taeko is writing a morbid story of a family destroyed by incest, murder and abuse. Her assistant, Yuji, sets on a mission to uncover the reality of this story, but the reality might be too much to bear.Horror Mystery Thriller",Strange Circus (Kimyô na sâkasu) (2005)
